filename,tile_id,mse
tile_68246_mse_0.004271.png,68246,0.004271
tile_69381_mse_0.004269.png,69381,0.004269
tile_10462_mse_0.004265.png,10462,0.004265
tile_04755_mse_0.004259.png,4755,0.004259
tile_08807_mse_0.004259.png,8807,0.004259
tile_40464_mse_0.004259.png,40464,0.004259
tile_08672_mse_0.004254.png,8672,0.004254
tile_69822_mse_0.004249.png,69822,0.004249
tile_13098_mse_0.004238.png,13098,0.004238
tile_69425_mse_0.004226.png,69425,0.004226
tile_48551_mse_0.004223.png,48551,0.004223
tile_00302_mse_0.004219.png,302,0.004219
tile_36483_mse_0.004215.png,36483,0.004215
tile_57105_mse_0.004214.png,57105,0.004214
tile_46334_mse_0.004195.png,46334,0.004195
tile_41697_mse_0.004195.png,41697,0.004195
tile_26335_mse_0.004193.png,26335,0.004193
tile_54674_mse_0.004182.png,54674,0.004182
tile_48522_mse_0.004177.png,48522,0.004177
tile_52933_mse_0.004173.png,52933,0.004173
tile_25166_mse_0.004171.png,25166,0.004171
tile_11887_mse_0.004166.png,11887,0.004166
tile_46263_mse_0.004147.png,46263,0.004147
tile_58883_mse_0.004145.png,58883,0.004145
tile_09167_mse_0.004142.png,9167,0.004142
tile_46111_mse_0.004128.png,46111,0.004128
tile_61207_mse_0.004118.png,61207,0.004118
tile_23488_mse_0.004108.png,23488,0.004108
tile_42535_mse_0.004096.png,42535,0.004096
tile_26524_mse_0.004091.png,26524,0.004091
tile_56068_mse_0.004090.png,56068,0.00409
tile_30482_mse_0.004083.png,30482,0.004083
tile_21035_mse_0.004073.png,21035,0.004073
tile_03528_mse_0.004071.png,3528,0.004071
tile_53866_mse_0.004070.png,53866,0.00407
tile_16073_mse_0.004063.png,16073,0.004063
tile_65964_mse_0.004055.png,65964,0.004055
tile_09301_mse_0.004052.png,9301,0.004052
tile_44830_mse_0.004042.png,44830,0.004042
tile_07514_mse_0.004039.png,7514,0.004039
tile_62611_mse_0.004029.png,62611,0.004029
tile_00746_mse_0.004025.png,746,0.004025
tile_52968_mse_0.004021.png,52968,0.004021
tile_27558_mse_0.004017.png,27558,0.004017
tile_10897_mse_0.004016.png,10897,0.004016
tile_05872_mse_0.004008.png,5872,0.004008
tile_46096_mse_0.004005.png,46096,0.004005
tile_57378_mse_0.003991.png,57378,0.003991
tile_38776_mse_0.003986.png,38776,0.003986
tile_32410_mse_0.003985.png,32410,0.003985
tile_27057_mse_0.003984.png,27057,0.003984
tile_66629_mse_0.003974.png,66629,0.003974
tile_37044_mse_0.003970.png,37044,0.00397
